位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
IP,AcKd,桶7:纯空气,9.16,11.93,11.02,+30.2%,+20.3%
IP,AhKd,桶7:纯空气,9.16,11.93,11.02,+30.2%,+20.3%
IP,AcKh,桶7:纯空气,9.16,11.93,11.02,+30.2%,+20.3%
IP,AdKh,桶7:纯空气,9.16,11.93,11.02,+30.2%,+20.3%
IP,2d2c,桶3:中等成牌,9.39,12.44,10.36,+32.6%,+10.4%
IP,2h2c,桶3:中等成牌,9.39,12.44,10.36,+32.6%,+10.4%
IP,2h2d,桶3:中等成牌,9.39,12.44,10.36,+32.6%,+10.4%
IP,4d4c,桶3:中等成牌,9.69,12.81,10.66,+32.1%,+10.0%
IP,4h4c,桶3:中等成牌,9.69,12.81,10.66,+32.1%,+10.0%
IP,4h4d,桶3:中等成牌,9.69,12.81,10.66,+32.1%,+10.0%
IP,5d5c,桶3:中等成牌,10.09,13.36,11.12,+32.3%,+10.2%
IP,5h5c,桶3:中等成牌,10.09,13.36,11.12,+32.3%,+10.2%
IP,5h5d,桶3:中等成牌,10.09,13.36,11.12,+32.3%,+10.2%
IP,Tc7c,桶6:弱听牌,10.61,8.48,11.48,-20.1%,+8.2%
IP,Td7d,桶6:弱听牌,10.61,8.48,11.48,-20.1%,+8.2%
IP,Th7h,桶6:弱听牌,10.61,8.48,11.48,-20.1%,+8.2%
IP,Tc9c,桶6:弱听牌,11.20,8.66,11.72,-22.6%,+4.7%
IP,Td9d,桶6:弱听牌,11.20,8.66,11.72,-22.6%,+4.7%
IP,Th9h,桶6:弱听牌,11.20,8.66,11.72,-22.6%,+4.7%
IP,Ac3c,桶3:中等成牌,11.67,13.60,11.32,+16.5%,-3.0%
IP,Ad3d,桶3:中等成牌,11.67,13.60,11.32,+16.5%,-3.0%
IP,Ah3h,桶3:中等成牌,11.67,13.60,11.32,+16.5%,-3.0%
IP,7d7c,桶3:中等成牌,12.40,15.61,13.00,+25.9%,+4.8%
IP,7h7c,桶3:中等成牌,12.40,15.61,13.00,+25.9%,+4.8%
IP,7h7d,桶3:中等成牌,12.40,15.61,13.00,+25.9%,+4.8%
IP,Ac6c,桶3:中等成牌,12.94,15.97,13.30,+23.5%,+2.8%
IP,Ad6d,桶3:中等成牌,12.94,15.97,13.30,+23.5%,+2.8%
IP,Ah6h,桶3:中等成牌,12.94,15.97,13.30,+23.5%,+2.8%
IP,6c4c,桶3:中等成牌,13.31,15.63,13.02,+17.5%,-2.2%
IP,6d4d,桶3:中等成牌,13.31,15.63,13.02,+17.5%,-2.2%
IP,6h4h,桶3:中等成牌,13.31,15.63,13.02,+17.5%,-2.2%
IP,5c3c,桶3:中等成牌,13.36,14.93,12.43,+11.7%,-7.0%
IP,5d3d,桶3:中等成牌,13.36,14.93,12.43,+11.7%,-7.0%
IP,5h3h,桶3:中等成牌,13.36,14.93,12.43,+11.7%,-7.0%
IP,6c5c,桶3:中等成牌,13.48,16.04,13.35,+18.9%,-1.0%
IP,6d5d,桶3:中等成牌,13.48,16.04,13.35,+18.9%,-1.0%
IP,6h5h,桶3:中等成牌,13.48,16.04,13.35,+18.9%,-1.0%
IP,Kc6c,桶3:中等成牌,14.03,16.14,13.44,+15.1%,-4.2%
IP,Kd6d,桶3:中等成牌,14.03,16.14,13.44,+15.1%,-4.2%
IP,Kh6h,桶3:中等成牌,14.03,16.14,13.44,+15.1%,-4.2%
IP,7c6c,桶3:中等成牌,14.08,16.70,13.90,+18.6%,-1.2%
IP,7d6d,桶3:中等成牌,14.08,16.70,13.90,+18.6%,-1.2%
IP,7h6h,桶3:中等成牌,14.08,16.70,13.90,+18.6%,-1.2%
